"id","category","name","old_price","new_price","discount","deals","url"
"49","Dziecko","Szczoteczka soniczna dla dzieci 6+ Vitammy DINO","189,00 zł","107,75 zł","-42%","64 osoby kupiły","https://allegro.pl/oferta/szczoteczka-soniczna-dla-dzieci-6-vitammy-dino-9068915359"
"2","Dziecko","Srebrny OBRAZEK ANIOŁEK Prezent CHRZEST + GRAWER","189,00 zł","131,00 zł","-30%","20 osób kupiło","https://allegro.pl/events/clicks?emission_unit_id=6e53d327-80fd-45dc-880b-0ef159b2ae9e&emission_id=c4ecb653-23f6-4845-a3a7-b8f021a5ee50&type=OFFER&ts=1617120135364&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fsrebrny-obrazek-aniolek-prezent-chrzest-grawer-6960613857%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DOTNlZTIwMDUtZjEwYi00MTcwLWFiNzgtNzU2N2NjNzU3NGFhAA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=2ba6f2058a9d48e88469aa59309ba6d5"
"198","Dziecko","Zestaw Pulsoksymetr + Termometr Medyczny Pro","200,00 zł","89,99 zł","outlet","208 osób kupiło","https://allegro.pl/oferta/zestaw-pulsoksymetr-termometr-medyczny-pro-10231124866"
"11","Dziecko","SZAFA B4 DZIECIĘCA DUŻO WZORÓW DO WYBORU NIEZWYKŁA","599,00 zł","339,00 zł","-43%","4 osoby kupiły","https://allegro.pl/oferta/szafa-b4-dziecieca-duzo-wzorow-do-wyboru-niezwykla-10216100273"
"122","Dziecko","PROJEKTOR LED LAMPKA zachód słońca TIK TOK","130,99 zł","117,89 zł","wyprzedaż","","https://allegro.pl/oferta/projektor-led-lampka-zachod-slonca-tik-tok-10510264975"
"108","Dziecko","Komplet pościeli 160x200 poszewki 70x80+ prześcier","44,50 zł","43,90 zł","-1%","5 osób kupiło","https://allegro.pl/oferta/komplet-poscieli-160x200-poszewki-70x80-przescier-10479153754"
"37","Dziecko","Pościel 3D 160x200 4części Samochód Auto /043","118,90 zł","49,90 zł","-58%","50 osób kupiło","https://allegro.pl/oferta/posciel-3d-160x200-4czesci-samochod-auto-043-10012727841"
"69","Dziecko","Zestaw Solidny traktor napęd na pedały + przyczepa","240,00 zł","219,00 zł","-8%","4 osoby kupiły","https://allegro.pl/events/clicks?emission_unit_id=ea173c95-a8d6-4026-9be8-765f97ae5dcd&emission_id=c4ecb653-23f6-4845-a3a7-b8f021a5ee50&type=OFFER&ts=1617120135365&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fzestaw-solidny-traktor-naped-na-pedaly-przyczepa-5697249329%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DMDhhNjc1Y2EtNWIzYS00ODgzLWI4ZjEtMjQyNjI0MGU3Zjc0AA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=7062a37b46a0e7d8444d461c042cccf0"
"18","Dziecko","NEOCUBE KULKI MAGNETYCZNE KLOCKI LOGICZNE BOX","199,00 zł","40,00 zł","-79%","10 osób kupiło","https://allegro.pl/oferta/neocube-kulki-magnetyczne-klocki-logiczne-box-10093941085"
"76","Dziecko","Pościel dziecięca z wypełnieniem 135x100 cm","139,00 zł","125,10 zł","wyprzedaż","","https://allegro.pl/oferta/posciel-dziecieca-z-wypelnieniem-135x100-cm-10542764901"
"56","Dziecko","Termometr bezdotykowy Sanity BabyTemp AP 3116","220,00 zł","106,69 zł","-51%","53 osoby kupiły","https://allegro.pl/oferta/termometr-bezdotykowy-sanity-babytemp-ap-3116-9819257635"
"61","Dziecko","Termometr bezdotykowy Sanity BabyTemp AP 3116","299,00 zł","106,69 zł","-64%","52 osoby kupiły","https://allegro.pl/oferta/termometr-bezdotykowy-sanity-babytemp-ap-3116-9550220854"
"9","Dziecko","Koraliki Wodne Zwierzęta La Manuli 2600 sztuk","109,00 zł","72,00 zł","-33%","230 osób kupiło","https://allegro.pl/oferta/koraliki-wodne-zwierzeta-la-manuli-2600-sztuk-8781180921"
"16","Dziecko","Ciężarówka Laweta Auta 10 RESORAKÓW + WYRZUTNIA","149,00 zł","99,00 zł","-33%","107 osób kupiło","https://allegro.pl/oferta/ciezarowka-laweta-auta-10-resorakow-wyrzutnia-8769674986"
"125","Dziecko","6x SKARPETKI DLA NIEMOWLAKA SOXO KOLOROWE DZIECKA","89,99 zł","16,99 zł","outlet","129 osób kupiło","https://allegro.pl/oferta/6x-skarpetki-dla-niemowlaka-soxo-kolorowe-dziecka-9628992463"
"95","Dziecko","Mata Edukacyjna PIANKOWA PUZZLE Dzieci ZWIERZĄTKA","79,00 zł","55,00 zł","wyprzedaż","155 osób kupiło","https://allegro.pl/oferta/mata-edukacyjna-piankowa-puzzle-dzieci-zwierzatka-9965093540"
"35","Dziecko","TRAMPOLINA OGRODOWA 6f CZARNA Z SIATKĄ 220/183cm","999,00 zł","840,00 zł","-15%","","https://allegro.pl/events/clicks?emission_unit_id=8c6584d5-3685-4a4e-b09f-c797c3a12c4e&emission_id=c4ecb653-23f6-4845-a3a7-b8f021a5ee50&type=OFFER&ts=1617120135364&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Ftrampolina-ogrodowa-6f-czarna-z-siatka-220-183cm-10540768558%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DOWNkYThhYWItNzc3Yi00NDY4LThlNjAtNDRmOGQ2MDUzNzFkAA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=b4aa095320cdd1a4fbdbe30c83d06dec"
"71","Dziecko","Srebrny OBRAZEK ANIOŁEK Prezent CHRZEST + GRAWER","189,00 zł","131,00 zł","-30%","20 osób kupiło","https://allegro.pl/events/clicks?emission_unit_id=60681257-0a86-43fc-b8f8-93928d53625e&emission_id=701f40ec-0bb3-49a0-9387-6881a27f9b60&type=OFFER&ts=1617120136906&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fsrebrny-obrazek-aniolek-prezent-chrzest-grawer-6960613857%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DOTNlZTIwMDUtZjEwYi00MTcwLWFiNzgtNzU2N2NjNzU3NGFhAA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=da441e3ae69485da9cc6389a2ba28de8"
"70","Dziecko","DUŻY EDUKACYJNY TABLET DOTYKOWY POLSKA WERSJA","42,90 zł","29,90 zł","-30%","150 osób kupiło","https://allegro.pl/events/clicks?emission_unit_id=7697b772-080d-4514-9a4d-b751dae3913f&emission_id=701f40ec-0bb3-49a0-9387-6881a27f9b60&type=OFFER&ts=1617120136906&redirect=https%3A%2F%2Fallegro.pl%2Foferta%2Fduzy-edukacyjny-tablet-dotykowy-polska-wersja-7215044492%3Fbi_s%3Dads%26bi_m%3Dlisting%253Adesktop%253Aqueryandcategory%26bi_c%3DZDNlMjczNzUtZmM0Ny00ZTYxLTlmNjUtMzk3MTg0YzZiYTBhAA%26bi_t%3Dape&placement=listing:desktop:queryandcategory&sig=705211004d214ed397a58fbd0fdf1a6c"
"164","Dziecko","Buty dziecięce Kappa Kickoff K 260509K-1011","79,00 zł","75,00 zł","-5%","2 osoby kupiły","https://allegro.pl/oferta/buty-dzieciece-kappa-kickoff-k-260509k-1011-9985951148"
"6","Dziecko","POŚCIEL DZIECIĘCA BAWEŁNA 160x200 2x POSZEWKA","37,98 zł","34,18 zł","wyprzedaż","123 osoby kupiły","https://allegro.pl/oferta/posciel-dziecieca-bawelna-160x200-2x-poszewka-8849015623"
"32","Dziecko","DUŻY SAMOCHÓD ZDALNIE STEROWANY AUTO PILOT AKUMUL","59,99 zł","49,99 zł","Smart! okazja","40 osób kupiło","https://allegro.pl/oferta/duzy-samochod-zdalnie-sterowany-auto-pilot-akumul-10203100131"
"7","Dziecko","POŚCIEL DZIECIĘCA BAWEŁNA 140x200 cm POSZEWKA","37,82 zł","34,04 zł","wyprzedaż","75 osób kupiło","https://allegro.pl/oferta/posciel-dziecieca-bawelna-140x200-cm-poszewka-8848626428"
"77","Dziecko","Projektor Gwiazd StarLED WIFI Lampka Nocna Prezent","154,99 zł","139,49 zł","wyprzedaż","11 osób kupiło","https://allegro.pl/oferta/projektor-gwiazd-starled-wifi-lampka-nocna-prezent-10450624414"
"168","Dziecko","Buty dziecięce Kappa Marabu II K 260817K-1022","99,00 zł","89,00 zł","-10%","4 osoby kupiły","https://allegro.pl/oferta/buty-dzieciece-kappa-marabu-ii-k-260817k-1022-10510745013"
"3","Dziecko","Latająca magiczna wróżka sterowana ręką indukcja","99,00 zł","49,90 zł","-49%","172 osoby kupiły","https://allegro.pl/oferta/latajaca-magiczna-wrozka-sterowana-reka-indukcja-10226537712"
"205","Dziecko","NAMIOT PAŁAC DOMEK DLA DZIECI ZAMEK DO DOMU OGRODU","99,00 zł","49,00 zł","wyprzedaż","12 osób kupiło","https://allegro.pl/oferta/namiot-palac-domek-dla-dzieci-zamek-do-domu-ogrodu-10465146598"
"134","Dziecko","Buty dziecięce Kappa Dalton K 260779K-3111","79,99 zł","77,00 zł","-3%","6 osób kupiło","https://allegro.pl/oferta/buty-dzieciece-kappa-dalton-k-260779k-3111-10528719440"
